sender,receiver,date,latitude,longitude,amount
user_33,user_44,1998-03-23 11:11:06.945769,40.6886343157501,-73.94004887588358,45.118377703017636
user_24,user_12,1998-03-24 11:11:06.945769,40.85991232408367,-73.89394401219081,29.04727577801822
user_12,user_35,1998-03-25 11:11:06.945769,40.7673133692233,-74.09681867507211,55.44180415596864
user_37,user_43,1998-03-26 11:11:06.945769,40.73050854047068,-73.81615631004716,54.91582908269834
user_9,user_5,1998-03-27 11:11:06.945769,40.65998803386989,-74.17436945070573,51.07670184963691
user_44,user_38,1998-03-28 11:11:06.945769,40.641683428274405,-73.92903989785985,47.48119299937279
user_43,user_6,1998-03-29 11:11:06.945769,40.8405647597508,-74.19095827671968,29.769438869243785
user_44,user_14,1998-03-30 11:11:06.945769,40.72007385407584,-74.07903313816985,44.69032015851961
user_3,user_48,1998-03-31 11:11:06.945769,40.4897399308079,-73.8438977069552,45.85928225209846
user_44,user_12,1998-04-01 11:11:06.945769,40.63264603521028,-73.9168635745524,38.96584096167572
user_23,user_22,1998-04-02 11:11:06.945769,40.61417839682284,-74.05462204154871,48.580714325009865
user_24,user_45,1998-04-03 11:11:06.945769,40.645373599082255,-74.05188370428218,57.060762852218076
user_33,user_41,1998-04-04 11:11:06.945769,40.75629106602851,-73.98993778891645,79.29278851815795
user_30,user_4,1998-04-05 11:11:06.945769,40.689255511820576,-73.94858590092393,53.61866719247758
user_38,user_43,1998-04-06 11:11:06.945769,40.69231345929963,-73.87484206173173,54.86325586084146
user_43,user_18,1998-04-07 11:11:06.945769,40.83134731613253,-74.04562340046085,49.883311263507494
user_2,user_31,1998-04-08 11:11:06.945769,40.630353891021336,-74.16117850634872,22.21843177051438
user_40,user_35,1998-04-09 11:11:06.945769,40.88641995258874,-73.98430313729513,50.602291868261744
user_22,user_4,1998-04-10 11:11:06.945769,40.632869240862895,-74.04574308375084,51.9034531491154
user_11,user_9,1998-04-11 11:11:06.945769,40.70891981966126,-74.13006337047484,87.94863168727929
user_12,user_45,1998-04-12 11:11:06.945769,40.67187964045973,-73.97023310846872,48.114585528283165
user_19,user_15,1998-04-13 11:11:06.945769,40.7123419133501,-74.02131137540928,55.523210135004184
user_20,user_42,1998-04-14 11:11:06.945769,40.74445919950732,-73.96934877935303,50.47932345442135
user_9,user_21,1998-04-15 11:11:06.945769,40.74338352400889,-74.08944442001872,33.46982943570702
user_43,user_32,1998-04-16 11:11:06.945769,40.624688266937945,-73.95132894696745,68.14234221772531
user_18,user_9,1998-04-17 11:11:06.945769,40.58770853225525,-74.13170981967549,62.27899549030161
user_41,user_48,1998-04-18 11:11:06.945769,40.950317179090575,-74.08277313896966,62.865479205645705
user_47,user_32,1998-04-19 11:11:06.945769,40.65160156603995,-74.02429142310872,37.35918817807892
user_18,user_16,1998-04-20 11:11:06.945769,40.7699212438672,-73.82581815850403,72.04191466404149
user_40,user_45,1998-04-21 11:11:06.945769,40.539235868947685,-73.92151746314515,29.972234058115788
user_36,user_5,1998-04-22 11:11:06.945769,40.67203872800953,-73.89228074957322,59.80285640700406
user_27,user_42,1998-04-23 11:11:06.945769,40.68728006160176,-73.85829229666568,83.85683438714968
user_13,user_31,1998-04-24 11:11:06.945769,40.747281506992785,-73.63971678641892,36.14195512303967
user_47,user_25,1998-04-25 11:11:06.945769,40.42775458590081,-73.99584109324415,42.50553405595842
user_8,user_1,1998-04-26 11:11:06.945769,40.71661406130784,-73.85795990768702,52.49477047631462
user_48,user_3,1998-04-27 11:11:06.945769,40.58502585446321,-73.89873647455981,43.44786518825701
user_43,user_21,1998-04-28 11:11:06.945769,40.7324345711195,-73.90039674966924,27.74004853400801
user_23,user_28,1998-04-29 11:11:06.945769,40.596367080316185,-73.82257603819598,52.02844462209041
user_13,user_3,1998-04-30 11:11:06.945769,40.614451730407445,-74.04193130309845,35.065444294108424
user_7,user_42,1998-05-01 11:11:06.945769,40.672637238960675,-74.04986850239364,58.10388645952772
user_40,user_32,1998-05-02 11:11:06.945769,40.59476705303968,-73.96802344865182,37.20863648649295
user_2,user_32,1998-05-03 11:11:06.945769,40.65244655532647,-74.01826997719219,74.2490160752631
user_3,user_49,1998-05-04 11:11:06.945769,40.58066242314567,-73.96814991470018,39.251200614956446
user_42,user_30,1998-05-05 11:11:06.945769,40.51668295483013,-73.8437251214947,46.16907725691487
user_39,user_13,1998-05-06 11:11:06.945769,40.80179570524294,-74.04781467227063,63.202758260545046
user_23,user_34,1998-05-07 11:11:06.945769,40.57039513071761,-74.03046789625937,32.53703525349067
user_7,user_48,1998-05-08 11:11:06.945769,40.6821319112392,-73.98256889964735,54.41189901906194
user_4,user_4,1998-05-09 11:11:06.945769,40.77528910814938,-74.02283184260251,70.60714131423642
user_8,user_18,1998-05-10 11:11:06.945769,40.6385055897484,-74.19140058280135,26.88775148158159
user_32,user_32,1998-05-11 11:11:06.945769,40.61748341002545,-74.05801276426989,53.769507877984566
user_19,user_14,1998-05-12 11:11:06.945769,40.72262380886674,-73.93126267577625,54.89824191372635
user_12,user_32,1998-05-13 11:11:06.945769,40.81179338227272,-73.85624532490674,62.72734307665965
user_10,user_6,1998-05-14 11:11:06.945769,40.58306847349136,-74.11546185675377,32.44573933682877
user_14,user_43,1998-05-15 11:11:06.945769,40.68498521679826,-74.11592823992308,31.193150803735854
user_27,user_17,1998-05-16 11:11:06.945769,40.52675054050327,-73.99697661972827,58.829123484253465
user_44,user_8,1998-05-17 11:11:06.945769,40.66067989963178,-74.20755950648778,55.45477009849779
user_21,user_35,1998-05-18 11:11:06.945769,40.703420468453814,-74.0444970202987,54.75739275518815
user_20,user_24,1998-05-19 11:11:06.945769,40.614537535824496,-74.17360420595514,56.19672314245464
user_4,user_3,1998-05-20 11:11:06.945769,40.65430081661748,-73.86309387001576,40.79962917632264
user_19,user_17,1998-05-21 11:11:06.945769,40.55917732316926,-74.07693311543504,54.48380545741505
user_29,user_36,1998-05-22 11:11:06.945769,40.707707861138154,-73.8347165813661,55.39608709948022
user_7,user_40,1998-05-23 11:11:06.945769,40.80556942488832,-73.88864786465416,40.28472872960448
user_33,user_17,1998-05-24 11:11:06.945769,40.59028561302296,-74.06463172976974,78.98661766717134
user_8,user_30,1998-05-25 11:11:06.945769,40.63773282334476,-74.1071959636846,58.10749381367681
user_11,user_25,1998-05-26 11:11:06.945769,40.75025462464542,-74.01935457491676,33.13044754196027
user_33,user_22,1998-05-27 11:11:06.945769,40.82120907193227,-74.01046466242582,60.84830412950745
user_25,user_37,1998-05-28 11:11:06.945769,40.55068101877911,-73.96538530560476,36.37977494659018
user_33,user_11,1998-05-29 11:11:06.945769,40.68312152625841,-74.07765432895302,62.80626905613678
user_36,user_12,1998-05-30 11:11:06.945769,40.728313082231956,-73.92536051264779,68.37893368511106
user_26,user_21,1998-05-31 11:11:06.945769,40.68979436093712,-73.9734671945,38.68976522472434
user_36,user_15,1998-06-01 11:11:06.945769,40.452320793312296,-74.03403951567158,65.45064193866483
user_11,user_12,1998-06-02 11:11:06.945769,40.75010900093088,-74.0712040655418,57.191713904047475
user_30,user_22,1998-06-03 11:11:06.945769,40.85193363510907,-74.01848849830986,63.33090239991735
user_33,user_39,1998-06-04 11:11:06.945769,40.71166617511695,-74.08169012518276,79.4518947398092
user_10,user_35,1998-06-05 11:11:06.945769,40.596889394670576,-73.99415613051164,47.31917825995694
user_29,user_42,1998-06-06 11:11:06.945769,40.64868727536358,-73.991456131478,39.693957534637654
user_25,user_16,1998-06-07 11:11:06.945769,40.87699130676556,-73.97382927165236,37.65728355561715
user_32,user_33,1998-06-08 11:11:06.945769,40.79099625408606,-73.82337575903281,38.762845725518424
user_4,user_43,1998-06-09 11:11:06.945769,40.76400266183843,-74.01324447196995,49.84347435878844
user_39,user_49,1998-06-10 11:11:06.945769,40.73564125835344,-73.89954021328755,56.117279622249654
user_34,user_14,1998-06-11 11:11:06.945769,40.63388628878091,-73.97704126030243,55.150361989950284
user_22,user_18,1998-06-12 11:11:06.945769,40.67994288193442,-74.02382443018985,63.40774873554036
user_13,user_44,1998-06-13 11:11:06.945769,40.69220772643215,-74.01191592699513,51.19502837816861
user_36,user_16,1998-06-14 11:11:06.945769,40.75495743160645,-74.00588264091681,72.80301115735975
user_6,user_40,1998-06-15 11:11:06.945769,40.85089188942669,-73.97202322922718,47.03014750143066
user_17,user_3,1998-06-16 11:11:06.945769,40.811833813679314,-74.09593207652189,91.80253749884429
user_26,user_43,1998-06-17 11:11:06.945769,40.5580615644204,-74.1465340383445,60.385010216475095
user_24,user_26,1998-06-18 11:11:06.945769,40.722399496890105,-73.93457026065258,38.14263665375576
user_9,user_15,1998-06-19 11:11:06.945769,40.77367633451679,-73.91018761674188,34.93661252908331
user_2,user_36,1998-06-20 11:11:06.945769,40.76188603301447,-73.92543641671972,58.237086228647776
user_20,user_27,1998-06-21 11:11:06.945769,40.63707662366126,-73.98450279814435,47.64805822011224
user_27,user_48,1998-06-22 11:11:06.945769,40.991410921576836,-73.92327753725468,61.710007411381376
user_6,user_17,1998-06-23 11:11:06.945769,40.57229154376689,-73.92865709739829,58.09856436860317
user_27,user_14,1998-06-24 11:11:06.945769,40.5916811553334,-73.9212370641045,49.90756631014691
user_24,user_2,1998-06-25 11:11:06.945769,40.72335950812616,-74.08595408213421,38.29809422897392
user_15,user_27,1998-06-26 11:11:06.945769,40.91168030549639,-74.10969517971546,28.277291629712032
user_48,user_47,1998-06-27 11:11:06.945769,40.61638051492959,-74.03885692467523,44.302275718994686
user_33,user_24,1998-06-28 11:11:06.945769,40.6734171634353,-74.00173841095426,63.84598191485208
user_42,user_40,1998-06-29 11:11:06.945769,40.80772936730157,-74.02419211271322,54.21140616195306
user_10,user_45,1998-06-30 11:11:06.945769,40.69821378451123,-74.18766903313379,32.31391831932018
user_21,user_35,1998-07-01 11:11:06.945769,40.66653961454697,-73.82783073878649,53.59771388776773
user_6,user_4,1998-07-02 11:11:06.945769,40.75656329018867,-74.02740459888858,56.77976069593255
user_30,user_26,1998-07-03 11:11:06.945769,40.72725179902296,-73.9827295583423,37.74213845698301
user_23,user_36,1998-07-04 11:11:06.945769,40.803043878563685,-73.87554510092369,53.305876589182915
user_36,user_4,1998-07-05 11:11:06.945769,40.829146888906536,-74.23449722695212,51.87313077669
user_46,user_34,1998-07-06 11:11:06.945769,40.730700306000536,-74.05116938719117,33.85544553254066
user_49,user_13,1998-07-07 11:11:06.945769,40.729173272537835,-74.03871172735798,56.36681040522425
user_3,user_40,1998-07-08 11:11:06.945769,40.721411098228614,-74.03363100454506,59.41176789552352
user_26,user_41,1998-07-09 11:11:06.945769,40.74891305566493,-74.0173486590714,67.24576864762915
user_34,user_1,1998-07-10 11:11:06.945769,40.70551706378715,-73.85528652015552,66.80703078052355
user_30,user_1,1998-07-11 11:11:06.945769,40.69993915176777,-73.93265411242727,30.334959480643633
user_18,user_9,1998-07-12 11:11:06.945769,40.819662712082724,-73.90419647313712,36.93262440127316
user_17,user_11,1998-07-13 11:11:06.945769,40.851611618035506,-73.99528797281891,58.7255290081299
user_45,user_16,1998-07-14 11:11:06.945769,40.54924470553666,-74.13993730461455,58.706789263683135
user_42,user_29,1998-07-15 11:11:06.945769,40.70100211517406,-74.2079697035146,58.725715294590714
user_21,user_36,1998-07-16 11:11:06.945769,40.63113055665548,-74.15294077232316,108.79097235982081
user_24,user_15,1998-07-17 11:11:06.945769,40.6689028533514,-73.96402342958339,59.56335766039751
user_4,user_39,1998-07-18 11:11:06.945769,40.74025162097354,-73.99682302873023,68.03348460270898
user_49,user_2,1998-07-19 11:11:06.945769,40.76694383715425,-74.0210163647556,65.31002645239803
user_48,user_10,1998-07-20 11:11:06.945769,40.688787355638866,-74.03685769067401,60.77086876958697
user_25,user_49,1998-07-21 11:11:06.945769,40.50866596652772,-73.79882784245572,46.27096133039482
user_24,user_11,1998-07-22 11:11:06.945769,40.603495441942385,-74.08229035909764,62.384538307399005
user_46,user_30,1998-07-23 11:11:06.945769,40.78964996702002,-73.9072180543884,39.40762178193642
user_27,user_23,1998-07-24 11:11:06.945769,40.42595735779651,-73.9998087063979,47.44772089889987
user_31,user_22,1998-07-25 11:11:06.945769,40.818742715168206,-74.0060939511786,43.71954678256345
user_47,user_42,1998-07-26 11:11:06.945769,40.752122999064454,-73.88233624513832,52.22811209079484
user_35,user_36,1998-07-27 11:11:06.945769,40.831617608153,-73.85374696173085,85.71987850010262
user_20,user_29,1998-07-28 11:11:06.945769,40.680143081311904,-74.02395494568849,22.991022111123776
user_16,user_45,1998-07-29 11:11:06.945769,40.493859457597715,-73.92007972807579,61.2939028556177
user_31,user_32,1998-07-30 11:11:06.945769,40.74303626415065,-73.963610863785,26.809261932155223
user_7,user_33,1998-07-31 11:11:06.945769,40.82746531240384,-73.999256286119,43.9210220131585
user_18,user_39,1998-08-01 11:11:06.945769,40.79247218055134,-73.97957450573429,67.33425895451049
user_8,user_9,1998-08-02 11:11:06.945769,40.6337308516512,-74.06880088148448,51.96420028643194
user_27,user_1,1998-08-03 11:11:06.945769,40.70867610754627,-74.0306099393331,34.83382833106041
user_14,user_18,1998-08-04 11:11:06.945769,40.64671637312201,-74.05806352797526,40.27044436110047
user_18,user_48,1998-08-05 11:11:06.945769,40.61807335358107,-73.90986232835711,61.19396623402014
user_1,user_22,1998-08-06 11:11:06.945769,40.79553885711799,-74.00952011155411,40.04450052424295
user_31,user_48,1998-08-07 11:11:06.945769,40.58024676887349,-74.1297714024615,54.246878843729625
user_20,user_37,1998-08-08 11:11:06.945769,40.61061835694184,-74.0723437223163,51.68357759855721
user_6,user_14,1998-08-09 11:11:06.945769,40.58959743665277,-74.31992646452122,41.22599478591275
user_45,user_22,1998-08-10 11:11:06.945769,40.550975247670095,-74.04944926018821,83.15916133987989
user_1,user_33,1998-08-11 11:11:06.945769,40.71464142918426,-73.99623549349029,60.50878533477017
user_19,user_6,1998-08-12 11:11:06.945769,40.8161503048482,-74.0136135848867,20.622861200135894
user_39,user_27,1998-08-13 11:11:06.945769,40.681512324375475,-73.80198456484686,53.796814721541416
user_27,user_6,1998-08-14 11:11:06.945769,40.549425219943586,-73.9425093959085,41.07320302847418
user_16,user_44,1998-08-15 11:11:06.945769,40.7839944539742,-73.94695481469108,63.78650002194336
user_14,user_41,1998-08-16 11:11:06.945769,40.8685701754035,-74.16432690345702,39.11218892350949
user_34,user_16,1998-08-17 11:11:06.945769,40.635375767585344,-74.03646420541172,49.278953377996515
user_7,user_47,1998-08-18 11:11:06.945769,40.65214457332823,-74.04866628073236,58.57480918470686
user_20,user_2,1998-08-19 11:11:06.945769,40.75156606300834,-74.0786081198808,63.98632791255182
user_31,user_37,1998-08-20 11:11:06.945769,40.86218737477851,-74.07998806655134,32.99555389416336
user_22,user_29,1998-08-21 11:11:06.945769,40.64801658542748,-74.18081229539416,45.98248146238578
user_20,user_23,1998-08-22 11:11:06.945769,40.566755021900185,-74.12758532046813,43.875820332585654
user_15,user_21,1998-08-23 11:11:06.945769,40.76314186062724,-73.9125906597235,41.200061511394324
user_25,user_13,1998-08-24 11:11:06.945769,40.779906807314234,-74.01429146919932,77.48181360421646
user_46,user_1,1998-08-25 11:11:06.945769,40.700613145043526,-74.05064024182744,57.07472566441433
user_1,user_29,1998-08-26 11:11:06.945769,40.64418667403426,-74.00054113346528,32.08674068497432
user_17,user_48,1998-08-27 11:11:06.945769,40.79943787309921,-73.88326093212989,64.76792920582164
user_16,user_7,1998-08-28 11:11:06.945769,40.7528036004548,-73.99957894791243,82.8323429551895
user_37,user_31,1998-08-29 11:11:06.945769,40.62315644830965,-73.9459625869069,66.4869789082672
user_21,user_45,1998-08-30 11:11:06.945769,40.70490947313057,-74.08466048423882,28.2094505106898
user_27,user_22,1998-08-31 11:11:06.945769,40.56482924679754,-74.06186299507468,43.736488907006226
user_35,user_16,1998-09-01 11:11:06.945769,40.76858904564379,-73.96460231149364,70.00366723779933
user_24,user_28,1998-09-02 11:11:06.945769,40.673776643061714,-73.81073462916629,40.38495801571829
user_2,user_44,1998-09-03 11:11:06.945769,40.65642891676153,-73.85702251404851,57.657291422193424
user_46,user_39,1998-09-04 11:11:06.945769,40.69671255148476,-73.94171719305439,62.61951080144005
user_25,user_25,1998-09-05 11:11:06.945769,40.70403076993303,-73.98485662398393,37.09604292632876
user_19,user_14,1998-09-06 11:11:06.945769,40.78949300615656,-73.85989306443729,50.107119659073
user_45,user_21,1998-09-07 11:11:06.945769,40.759109053132526,-73.92053216769548,2.3809898989639113
user_13,user_19,1998-09-08 11:11:06.945769,40.68435907212072,-74.22936620223706,35.63418537998565
user_29,user_13,1998-09-09 11:11:06.945769,40.7763668149719,-74.10539308478552,47.2114777291026
user_32,user_2,1998-09-10 11:11:06.945769,40.740073725369164,-73.96618596746421,32.28325227052726
user_6,user_36,1998-09-11 11:11:06.945769,40.6573400363714,-74.1786967565551,75.48616955897452
user_9,user_14,1998-09-12 11:11:06.945769,40.68752818417635,-74.08975890047569,29.54787933059051
user_1,user_34,1998-09-13 11:11:06.945769,40.68517771111569,-74.06998149436579,44.39933269954524
user_24,user_18,1998-09-14 11:11:06.945769,40.750526134317425,-74.02561659062458,52.96110865929137
user_10,user_24,1998-09-15 11:11:06.945769,40.66329773852784,-74.02874302082262,72.61909933599173
user_35,user_30,1998-09-16 11:11:06.945769,40.66095908135784,-74.02891204271668,29.46206773230841
user_6,user_19,1998-09-17 11:11:06.945769,40.8968757309434,-73.91746924827596,68.4474562823244
user_48,user_36,1998-09-18 11:11:06.945769,40.79397354817471,-74.02652238654505,51.1534959152938
user_20,user_21,1998-09-19 11:11:06.945769,40.62393993355749,-74.03846301320712,36.27737023428074
user_38,user_19,1998-09-20 11:11:06.945769,40.75709409939422,-74.13491721041436,57.93155211394906
user_12,user_26,1998-09-21 11:11:06.945769,40.71183500656552,-73.89756537980142,53.98589543360205
user_3,user_35,1998-09-22 11:11:06.945769,40.73915511752601,-74.06714975139475,41.99674684261808
user_18,user_40,1998-09-23 11:11:06.945769,40.713734132456516,-74.10870303280012,52.04703127485028
user_21,user_4,1998-09-24 11:11:06.945769,40.818964264548526,-73.9786909425131,45.2202960470736
user_35,user_21,1998-09-25 11:11:06.945769,40.73456203446515,-74.07669412623831,52.70276017876872
user_37,user_3,1998-09-26 11:11:06.945769,40.693791130178575,-74.05259527397943,60.9319601178157
user_19,user_5,1998-09-27 11:11:06.945769,40.804219057698305,-73.9741539825681,74.79025224218029
user_25,user_43,1998-09-28 11:11:06.945769,40.72332850410879,-74.03264826237796,32.43276751759726
user_18,user_29,1998-09-29 11:11:06.945769,40.71214785793291,-73.76883906246994,82.995500619844
